id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
28046,34.0,M,176.1,67.4,7.0,8.0,148.0,7.0,Beginner,20.7,24.7,11.3,None,Strength,,2.0,9.0,60.0,medium
28047,18.0,F,156.0,71.5,6.0,5.0,129.0,7.0,Beginner,24.6,29.1,21.3,,Cardio,Omnivore,3.1,4.0,83.0,
28048,63.0,M,178.0,77.9,4.0,5.0,159.0,6.0,Intermediate,35.7,38.1,23.0,None,Mixed,Vegetarian,3.4,10.0,44.0,slow
28049,47.0,F,170.6,,1.0,10.0,153.0,6.0,Beginner,23.2,27.6,26.3,,Strength,Omnivore,2.2,4.0,89.0,slow
28050,39.0,M,191.4,75.0,7.0,3.0,152.0,9.0,Beginner,28.7,32.3,16.2,None,Cardio,,2.8,8.0,37.0,slow
28051,45.0,F,153.7,68.3,6.0,10.0,144.0,9.0,Intermediate,,31.0,25.7,None,Cardio,Omnivore,,1.0,49.0,medium
28052,50.0,,171.4,77.0,5.0,4.0,144.0,9.0,Beginner,31.5,,22.9,Protein,Cardio,Vegetarian,1.7,10.0,40.0,
28053,43.0,M,160.2,62.0,4.0,9.0,112.0,7.0,Beginner,,28.8,21.1,None,Mixed,Omnivore,2.3,8.0,57.0,
28054,,F,171.7,77.2,2.0,6.0,155.0,6.0,Beginner,28.9,33.3,28.3,None,Cardio,Omnivore,1.7,3.0,74.0,slow
28055,,F,169.8,62.0,4.0,,122.0,7.0,Intermediate,24.8,26.4,23.2,None,Strength,Vegetarian,2.0,10.0,67.0,medium
28056,24.0,M,178.7,,4.0,4.0,,,Beginner,,27.2,14.9,Creatine,Strength,Vegan,2.3,6.0,70.0,slow
28057,45.0,F,154.1,,1.0,10.0,,,Beginner,20.2,23.8,,Protein,Mixed,Keto,2.3,5.0,58.0,slow
28058,42.0,F,172.9,75.3,7.0,5.0,137.0,7.0,Experienced,30.8,31.4,21.0,None,Mixed,Omnivore,3.9,5.0,35.0,medium
28059,58.0,F,152.2,47.5,3.0,10.0,92.0,8.0,Experienced,,16.7,19.8,Protein,Mixed,Vegan,3.0,8.0,33.0,
28060,,F,176.9,84.2,5.0,9.0,178.0,8.0,Beginner,33.9,38.3,,None,Mixed,Keto,3.4,5.0,67.0,slow
28061,20.0,,,,7.0,2.0,149.0,9.0,Beginner,32.7,36.6,,None,Strength,Omnivore,1.9,8.0,69.0,medium
28062,50.0,F,172.2,53.6,4.0,7.0,113.0,,Beginner,18.3,22.0,19.0,,Mixed,Omnivore,3.2,3.0,80.0,medium
28063,51.0,M,190.2,102.2,4.0,6.0,210.0,9.0,Intermediate,46.5,48.5,14.4,,Strength,Vegan,2.0,8.0,67.0,medium
28064,38.0,M,162.7,69.7,4.0,,137.0,6.0,,26.6,28.3,16.8,Creatine,Mixed,Omnivore,2.5,6.0,90.0,medium
28065,,M,199.6,119.7,6.0,5.0,255.0,6.0,Intermediate,49.6,51.6,13.5,,Mixed,Omnivore,3.8,1.0,36.0,fast
28066,36.0,F,175.8,88.9,6.0,9.0,184.0,7.0,Experienced,32.7,34.1,19.2,,Cardio,Vegan,,1.0,72.0,medium
28067,54.0,M,180.3,77.8,1.0,6.0,153.0,9.0,Experienced,27.4,28.5,23.5,Creatine,Mixed,Vegetarian,,8.0,83.0,medium
28068,,M,,107.3,,7.0,,9.0,Beginner,43.4,47.9,14.7,,Cardio,Vegetarian,3.1,3.0,82.0,medium
28069,31.0,F,172.2,58.8,6.0,,114.0,8.0,Beginner,25.1,28.8,,Protein,Cardio,Vegetarian,3.8,8.0,36.0,medium
28070,27.0,M,193.2,79.4,4.0,1.0,145.0,7.0,Beginner,24.4,28.3,21.6,None,Mixed,Keto,1.6,5.0,63.0,medium
28071,24.0,M,170.2,98.4,6.0,6.0,196.0,9.0,Beginner,38.5,43.0,12.5,Protein,Cardio,Vegetarian,3.9,10.0,39.0,medium
28072,46.0,F,161.2,73.7,2.0,1.0,134.0,,Beginner,27.9,32.2,17.4,Pre-workout,Mixed,,,4.0,40.0,slow
28073,57.0,M,192.0,101.5,5.0,2.0,214.0,9.0,Experienced,34.3,35.7,13.9,,,Vegan,1.9,8.0,32.0,slow
28074,25.0,M,190.8,,4.0,1.0,156.0,6.0,Experienced,29.5,30.3,14.2,None,Mixed,,3.4,9.0,34.0,medium
28075,56.0,,180.9,78.4,4.0,,160.0,7.0,Intermediate,29.1,31.5,21.1,None,Strength,Vegan,1.9,5.0,51.0,medium
28076,30.0,M,175.8,88.1,4.0,4.0,169.0,,Experienced,35.4,36.8,14.1,None,Cardio,Vegetarian,2.7,8.0,85.0,fast
28077,63.0,M,198.7,117.6,1.0,9.0,253.0,8.0,Experienced,46.3,47.3,14.4,None,Mixed,Vegan,,5.0,65.0,medium
28078,36.0,M,176.6,,3.0,4.0,189.0,7.0,Beginner,33.8,37.5,24.1,None,Cardio,Keto,3.1,10.0,55.0,medium
28079,28.0,F,172.9,80.6,7.0,3.0,169.0,,Intermediate,34.0,36.5,24.4,None,Cardio,Vegan,2.2,7.0,30.0,slow
28080,19.0,F,162.4,54.1,1.0,6.0,112.0,8.0,Beginner,16.6,20.8,16.5,Creatine,Mixed,Keto,3.2,3.0,32.0,fast
28081,23.0,M,172.4,72.7,3.0,1.0,151.0,,Experienced,22.0,23.1,21.2,None,Mixed,Omnivore,1.7,6.0,84.0,fast
28082,46.0,M,,69.5,4.0,1.0,139.0,7.0,,29.3,31.7,16.0,,Mixed,Omnivore,1.7,,86.0,
28083,58.0,,192.3,78.1,2.0,2.0,,8.0,Intermediate,26.5,28.3,18.4,,Strength,Vegetarian,2.5,,70.0,medium
28084,22.0,F,179.4,69.9,1.0,2.0,129.0,6.0,Experienced,,29.6,20.7,None,,,2.6,6.0,38.0,slow
28085,58.0,M,166.0,62.8,3.0,6.0,126.0,9.0,Beginner,,32.1,16.3,,Strength,Vegetarian,3.6,9.0,59.0,medium
28086,47.0,F,176.3,,4.0,,145.0,8.0,Beginner,23.4,27.1,27.6,None,Strength,Vegetarian,1.9,5.0,64.0,medium
28087,56.0,F,165.7,77.4,3.0,2.0,150.0,8.0,Beginner,24.4,,28.5,None,Mixed,Keto,,,48.0,fast
28088,53.0,M,164.3,83.3,4.0,5.0,175.0,6.0,Intermediate,,,23.9,None,Strength,Vegan,4.0,6.0,88.0,medium
28089,44.0,F,173.8,81.7,,7.0,147.0,9.0,Beginner,30.6,34.7,18.2,Creatine,Strength,Omnivore,2.0,2.0,62.0,slow
28090,35.0,M,173.3,87.1,1.0,6.0,170.0,,Beginner,43.3,,12.8,Creatine,Strength,Vegetarian,2.4,6.0,48.0,slow
28091,53.0,F,176.0,81.8,3.0,8.0,161.0,7.0,Intermediate,34.5,36.3,29.4,Protein,Mixed,Vegan,,9.0,,medium
28092,,M,166.3,62.8,4.0,3.0,126.0,6.0,Intermediate,25.4,27.6,15.4,None,Mixed,Omnivore,1.9,5.0,,medium
28093,22.0,M,188.4,100.4,1.0,5.0,197.0,9.0,Beginner,43.0,47.2,,None,Cardio,Keto,2.1,3.0,85.0,fast
28094,,F,159.0,62.8,5.0,9.0,120.0,7.0,Intermediate,20.5,22.1,22.8,Creatine,,Vegan,3.4,5.0,54.0,fast
28095,51.0,M,170.3,85.4,7.0,1.0,173.0,,Beginner,42.1,45.8,23.4,Creatine,Mixed,Vegetarian,2.7,3.0,35.0,slow
28096,51.0,F,151.5,62.8,,7.0,136.0,7.0,Intermediate,,27.9,17.3,None,Strength,Omnivore,2.1,8.0,56.0,slow
28097,53.0,M,179.3,109.8,4.0,9.0,212.0,9.0,Beginner,45.3,48.8,22.2,None,Mixed,,3.2,5.0,86.0,medium
28098,48.0,F,161.7,69.4,,6.0,128.0,9.0,Intermediate,29.5,31.6,25.5,None,Strength,Omnivore,3.0,1.0,41.0,medium
28099,37.0,,162.5,89.4,1.0,5.0,179.0,8.0,Beginner,28.2,,20.6,None,Cardio,Omnivore,2.9,3.0,85.0,medium
28100,34.0,M,169.1,80.8,4.0,7.0,173.0,9.0,Intermediate,38.7,40.7,19.3,Protein,,Vegetarian,1.8,2.0,81.0,medium
28101,,M,179.5,78.4,3.0,1.0,145.0,6.0,Intermediate,24.1,26.5,19.1,Protein,Cardio,,1.5,6.0,77.0,slow
28102,45.0,F,174.2,78.6,7.0,,168.0,9.0,Intermediate,25.2,27.5,24.6,Creatine,Mixed,Vegan,3.7,,81.0,slow
28103,38.0,F,177.9,94.2,3.0,1.0,196.0,6.0,,,31.2,20.6,None,Strength,Omnivore,3.9,8.0,48.0,medium
28104,,M,180.6,100.0,1.0,1.0,202.0,9.0,Intermediate,43.9,45.9,13.9,,Cardio,,2.6,1.0,32.0,slow
28105,20.0,,176.1,107.1,7.0,,212.0,7.0,Beginner,46.8,50.9,10.6,,Cardio,Keto,2.9,2.0,36.0,medium
28106,47.0,M,198.2,79.9,4.0,5.0,157.0,8.0,Beginner,36.8,41.0,,Creatine,Mixed,Omnivore,3.8,4.0,54.0,fast
28107,22.0,F,178.9,67.5,4.0,2.0,141.0,7.0,Experienced,21.0,21.6,28.5,None,Mixed,Omnivore,1.5,7.0,73.0,
28108,59.0,M,167.6,67.7,4.0,5.0,135.0,9.0,Experienced,20.9,22.3,15.7,None,Strength,Omnivore,2.7,4.0,48.0,medium
28109,23.0,M,181.3,86.8,4.0,7.0,179.0,6.0,Experienced,,38.1,16.7,None,Cardio,Vegan,3.2,3.0,75.0,slow
28110,20.0,M,192.8,76.1,3.0,1.0,138.0,8.0,Beginner,31.7,,,None,Strength,Omnivore,2.6,1.0,77.0,slow
28111,59.0,F,174.7,88.4,5.0,1.0,192.0,,,27.4,29.7,20.8,None,Cardio,,2.2,9.0,48.0,fast
28112,41.0,M,187.4,107.5,3.0,10.0,213.0,9.0,Beginner,40.9,44.7,14.8,None,Mixed,Omnivore,1.6,10.0,,slow
28113,61.0,M,178.9,68.0,7.0,9.0,147.0,6.0,,32.1,36.3,,None,Cardio,Vegetarian,2.2,10.0,46.0,medium
28114,18.0,F,162.1,52.8,,5.0,108.0,6.0,Beginner,19.0,22.7,16.7,Pre-workout,,,3.8,2.0,69.0,fast
28115,53.0,M,192.3,,3.0,2.0,222.0,6.0,Beginner,41.3,44.9,17.5,None,Strength,Vegan,1.9,7.0,47.0,medium
28116,32.0,F,156.8,71.1,1.0,8.0,134.0,7.0,Beginner,29.5,33.7,28.8,,Mixed,Vegan,3.0,4.0,76.0,fast
28117,58.0,F,162.9,50.6,3.0,5.0,93.0,,Beginner,17.5,21.0,18.0,None,,Omnivore,3.1,7.0,,fast
28118,55.0,F,167.0,64.7,3.0,5.0,122.0,7.0,Intermediate,24.7,26.7,,Pre-workout,Strength,Vegetarian,2.4,9.0,54.0,fast
28119,61.0,F,175.0,62.5,2.0,5.0,126.0,8.0,Intermediate,27.7,30.1,,Protein,Mixed,Vegetarian,2.4,,74.0,fast
28120,35.0,,161.2,52.4,1.0,2.0,95.0,7.0,Intermediate,17.0,18.9,,Creatine,Cardio,,3.8,1.0,58.0,slow
28121,40.0,M,181.9,102.4,5.0,1.0,220.0,6.0,Beginner,44.5,48.7,21.9,Protein,Mixed,Omnivore,1.6,3.0,79.0,medium
28122,64.0,M,171.2,95.0,1.0,8.0,187.0,8.0,Beginner,38.6,42.2,11.3,,Strength,Omnivore,,2.0,59.0,
28123,,M,193.5,,,7.0,252.0,8.0,Intermediate,61.3,63.7,20.7,None,Cardio,Omnivore,2.8,9.0,36.0,fast
28124,58.0,M,191.4,110.9,1.0,3.0,206.0,8.0,Beginner,35.6,39.3,16.4,Protein,Cardio,Omnivore,,3.0,50.0,fast
28125,39.0,M,,78.0,2.0,6.0,167.0,9.0,Beginner,38.5,42.3,16.6,None,Mixed,Vegan,3.3,5.0,71.0,slow
28126,41.0,M,162.3,66.8,2.0,10.0,138.0,7.0,Intermediate,,,17.6,,Strength,Omnivore,3.4,5.0,84.0,slow
28127,62.0,M,179.5,85.8,3.0,1.0,157.0,7.0,Intermediate,37.2,,13.7,None,Strength,Omnivore,,8.0,61.0,medium
28128,65.0,M,165.4,66.0,4.0,7.0,124.0,7.0,Beginner,25.4,29.7,24.5,Creatine,Strength,Vegan,2.2,8.0,52.0,medium
28129,30.0,,170.2,70.9,4.0,5.0,129.0,7.0,Experienced,28.4,29.9,,Pre-workout,Cardio,Vegetarian,1.9,7.0,36.0,medium
28130,50.0,M,172.5,69.9,,3.0,143.0,7.0,Intermediate,,23.6,17.5,Creatine,Cardio,Vegan,1.9,,53.0,medium
28131,39.0,M,191.0,122.2,7.0,10.0,226.0,6.0,Intermediate,,,19.8,Protein,Mixed,Vegetarian,3.3,6.0,,fast
28132,52.0,F,,45.6,3.0,7.0,91.0,7.0,Experienced,17.0,18.0,18.0,Creatine,Mixed,Vegetarian,3.3,10.0,58.0,slow
28133,34.0,M,180.5,86.0,,2.0,179.0,8.0,Intermediate,,,13.5,Creatine,Cardio,Keto,,7.0,49.0,
28134,39.0,,153.7,46.1,7.0,5.0,93.0,,Beginner,15.2,,28.8,Creatine,Strength,,2.6,4.0,35.0,slow
28135,22.0,M,182.3,84.3,5.0,4.0,,7.0,Experienced,38.3,39.7,15.1,None,Mixed,Vegetarian,2.7,10.0,90.0,medium
28136,42.0,M,184.3,92.6,2.0,6.0,,8.0,Intermediate,44.7,,15.2,Protein,Cardio,Vegetarian,,7.0,,medium
28137,23.0,F,163.9,66.2,3.0,5.0,133.0,9.0,Intermediate,26.8,29.2,15.2,None,Cardio,Vegan,2.7,7.0,33.0,medium
28138,34.0,M,171.2,73.2,1.0,8.0,,7.0,Beginner,35.0,38.9,13.1,None,Strength,Vegetarian,,,65.0,medium
28139,48.0,F,151.0,63.2,1.0,4.0,114.0,7.0,Experienced,23.5,24.0,22.4,None,Strength,Omnivore,3.8,4.0,77.0,slow
28140,34.0,F,169.9,69.8,1.0,2.0,149.0,,Beginner,31.2,35.2,25.7,Creatine,Strength,,3.9,,30.0,medium
28141,50.0,F,176.1,92.8,5.0,5.0,202.0,8.0,Beginner,,43.5,15.1,Protein,Mixed,Vegan,2.0,6.0,88.0,fast
28142,56.0,M,189.3,78.3,2.0,7.0,141.0,6.0,Experienced,30.4,31.4,21.3,None,,Omnivore,3.9,,88.0,medium
28143,65.0,F,176.8,63.1,4.0,,130.0,8.0,Intermediate,26.0,,26.9,None,Strength,Omnivore,2.3,10.0,60.0,medium
28144,54.0,,177.9,87.4,1.0,4.0,165.0,,Experienced,32.1,32.9,18.3,Creatine,Mixed,Vegetarian,3.5,,,
28145,65.0,M,178.0,89.7,3.0,9.0,178.0,6.0,Intermediate,,34.2,10.4,None,Cardio,Omnivore,1.8,,79.0,fast
28146,21.0,F,170.9,65.2,,7.0,131.0,,Intermediate,,23.1,29.7,None,Cardio,Vegan,3.9,1.0,67.0,
28147,60.0,F,,60.1,2.0,5.0,120.0,9.0,Beginner,19.2,23.0,19.4,None,Cardio,Vegetarian,2.4,5.0,,medium
28148,31.0,M,196.8,110.2,3.0,7.0,227.0,9.0,,47.3,,19.7,Protein,Cardio,Keto,,1.0,64.0,medium
28149,30.0,M,182.5,70.9,6.0,8.0,133.0,6.0,Intermediate,34.1,36.1,14.6,None,Cardio,Vegetarian,1.8,4.0,60.0,fast
28150,,M,190.1,113.8,6.0,2.0,239.0,7.0,Experienced,52.3,53.0,13.7,None,Strength,Omnivore,,4.0,88.0,fast
28151,41.0,F,150.4,52.9,,10.0,100.0,8.0,,16.0,17.5,,Creatine,Cardio,Vegan,2.6,3.0,50.0,
28152,44.0,F,167.3,64.2,,4.0,139.0,8.0,Intermediate,23.7,25.7,19.5,None,Mixed,Omnivore,2.6,3.0,78.0,medium
28153,25.0,M,189.7,113.7,5.0,1.0,208.0,9.0,Intermediate,41.2,43.3,20.6,,Strength,,,8.0,,medium
28154,64.0,F,157.7,61.8,,2.0,113.0,9.0,Beginner,21.2,25.4,,Creatine,Cardio,Vegetarian,,7.0,50.0,fast
28155,56.0,F,150.4,61.2,7.0,2.0,112.0,8.0,Beginner,20.3,23.9,24.2,Creatine,Cardio,Vegan,,8.0,75.0,fast
28156,38.0,,189.7,122.1,6.0,10.0,252.0,7.0,Beginner,56.9,61.0,18.5,Protein,Strength,Omnivore,3.3,9.0,43.0,slow
28157,58.0,M,173.5,102.9,2.0,,190.0,6.0,Intermediate,36.0,37.9,15.6,None,Mixed,Omnivore,3.6,9.0,40.0,slow
28158,28.0,M,177.2,83.0,2.0,10.0,156.0,6.0,Intermediate,33.9,35.8,20.0,None,Cardio,Omnivore,3.4,7.0,,slow
28159,48.0,F,166.9,52.5,7.0,2.0,101.0,8.0,Beginner,17.7,22.2,26.7,Protein,Cardio,,1.6,3.0,76.0,fast
28160,44.0,M,164.4,,3.0,4.0,113.0,6.0,Beginner,20.2,,44.8,Pre-workout,Strength,Vegan,1.8,2.0,213.0,
28161,59.0,F,153.1,62.0,3.0,6.0,127.0,9.0,Intermediate,20.6,,18.7,None,Cardio,Omnivore,3.7,6.0,41.0,fast
28162,63.0,M,,83.5,1.0,6.0,180.0,8.0,Beginner,35.7,,20.5,,Cardio,Omnivore,2.0,5.0,58.0,fast
28163,65.0,F,160.2,58.2,3.0,8.0,108.0,6.0,Intermediate,24.7,26.8,23.4,Protein,Cardio,Omnivore,,9.0,75.0,
28164,44.0,M,170.2,86.7,,9.0,162.0,9.0,Beginner,32.6,36.4,21.0,,,Keto,2.1,2.0,71.0,slow
28165,25.0,F,151.4,68.7,2.0,1.0,130.0,6.0,Experienced,,25.6,16.4,None,Strength,Omnivore,2.6,3.0,,medium
28166,50.0,F,155.2,49.8,2.0,,96.0,6.0,,,21.5,28.7,Protein,Strength,Omnivore,2.5,9.0,80.0,medium
28167,29.0,F,162.9,48.1,4.0,,100.0,,Beginner,17.4,21.0,20.8,None,Strength,,2.1,6.0,83.0,slow
28168,52.0,F,160.3,,2.0,,95.0,6.0,Beginner,15.6,19.9,25.2,Protein,Strength,,1.8,6.0,83.0,medium
28169,51.0,F,162.7,54.7,7.0,6.0,110.0,7.0,Intermediate,19.1,20.9,22.6,Pre-workout,Cardio,Keto,3.4,7.0,40.0,medium
28170,33.0,F,,87.6,6.0,2.0,,7.0,Experienced,29.6,30.7,29.0,Creatine,Strength,,4.0,8.0,78.0,medium
28171,53.0,F,169.3,,1.0,2.0,,9.0,Intermediate,21.6,24.0,25.0,Protein,Mixed,Omnivore,2.6,,61.0,medium
28172,,M,179.7,100.9,4.0,4.0,200.0,7.0,Experienced,46.1,46.7,14.1,,Mixed,Keto,1.7,7.0,77.0,medium
28173,29.0,F,174.4,60.2,6.0,4.0,120.0,9.0,,,26.2,15.9,None,Cardio,Omnivore,3.7,1.0,51.0,
28174,,F,175.7,63.1,7.0,,120.0,,Intermediate,21.1,,15.7,Protein,Strength,Keto,3.2,3.0,60.0,
28175,34.0,F,167.7,53.5,6.0,,102.0,8.0,,19.9,20.6,29.5,,Strength,Vegan,2.6,5.0,88.0,medium
28176,37.0,F,153.5,48.9,5.0,10.0,98.0,,Beginner,21.9,25.9,28.0,None,Strength,,2.5,7.0,52.0,slow
28177,38.0,F,162.2,51.0,3.0,5.0,,8.0,Intermediate,22.2,24.2,22.2,Pre-workout,Strength,Vegan,1.5,4.0,55.0,
28178,47.0,M,,69.6,4.0,7.0,151.0,7.0,Intermediate,32.8,34.5,23.3,None,Mixed,,3.2,7.0,48.0,medium
28179,59.0,M,,84.4,6.0,1.0,170.0,6.0,Beginner,29.7,33.9,,None,Mixed,Omnivore,3.4,8.0,31.0,
28180,37.0,M,160.8,59.1,1.0,5.0,121.0,6.0,Experienced,19.3,20.2,24.9,,Mixed,Omnivore,4.0,6.0,,medium
28181,25.0,F,178.5,61.9,7.0,6.0,112.0,,Beginner,20.6,25.0,29.4,,Cardio,Vegan,2.2,1.0,48.0,fast
28182,35.0,F,171.9,62.8,7.0,,114.0,6.0,Beginner,25.7,29.3,25.3,Protein,Cardio,Omnivore,2.9,,76.0,medium
28183,35.0,F,154.6,64.6,4.0,4.0,141.0,6.0,Beginner,27.8,31.5,25.4,Pre-workout,Cardio,Omnivore,2.7,,38.0,fast
28184,35.0,,177.8,73.9,2.0,10.0,138.0,9.0,Intermediate,30.0,31.6,18.0,Protein,Strength,Vegan,3.3,1.0,78.0,medium
28185,19.0,M,167.7,79.1,2.0,5.0,147.0,9.0,Experienced,,25.3,14.0,None,Mixed,Omnivore,2.6,1.0,34.0,medium
28186,29.0,M,160.4,59.8,2.0,2.0,129.0,6.0,Beginner,23.2,26.8,24.5,Protein,Mixed,Omnivore,2.5,3.0,67.0,slow
28187,49.0,,161.8,59.3,2.0,2.0,126.0,9.0,Intermediate,,24.2,,,Cardio,Omnivore,1.7,1.0,55.0,fast
28188,59.0,,169.5,69.7,6.0,8.0,144.0,6.0,,22.5,,25.3,None,Strength,Omnivore,3.6,1.0,75.0,slow
28189,25.0,F,178.6,86.4,1.0,1.0,180.0,8.0,,34.6,38.6,25.0,Protein,Strength,Vegan,1.7,4.0,77.0,slow
28190,27.0,F,173.1,64.1,6.0,4.0,116.0,6.0,Intermediate,27.9,,17.0,None,,Omnivore,,5.0,,medium
28191,28.0,M,169.2,76.4,3.0,,158.0,8.0,,24.7,29.0,13.0,Protein,,Vegetarian,,2.0,34.0,fast
28192,31.0,M,173.4,89.1,7.0,3.0,169.0,9.0,Intermediate,,46.1,,Protein,Mixed,Vegan,3.8,,51.0,fast
28193,43.0,M,180.8,,7.0,1.0,149.0,6.0,Intermediate,28.9,31.1,15.8,None,Mixed,Omnivore,,5.0,57.0,medium
28194,,,167.7,65.5,,2.0,129.0,9.0,Experienced,,28.6,22.2,Pre-workout,Strength,Omnivore,1.9,6.0,58.0,medium
28195,47.0,M,,177.0,2.0,2.0,210.0,9.0,Beginner,45.6,49.5,44.4,Creatine,Mixed,,3.4,1.0,226.0,fast
28196,59.0,F,155.0,70.7,,6.0,142.0,6.0,Beginner,31.6,35.6,17.3,,Mixed,Omnivore,2.8,1.0,73.0,slow
28197,21.0,M,171.6,99.1,,7.0,207.0,9.0,Experienced,43.5,44.3,18.3,None,Strength,Vegan,3.9,3.0,42.0,fast
28198,56.0,F,167.3,70.5,1.0,,152.0,8.0,Experienced,31.1,,21.1,,Mixed,,3.0,5.0,67.0,medium
28199,,F,153.7,54.5,1.0,4.0,108.0,9.0,Beginner,19.6,,23.2,,Mixed,Vegetarian,3.0,6.0,37.0,medium
28200,41.0,M,185.0,97.5,,3.0,199.0,7.0,Intermediate,37.1,39.3,11.5,None,,Omnivore,3.4,4.0,30.0,
28201,39.0,M,,125.3,5.0,5.0,250.0,,Beginner,60.1,64.0,19.9,Creatine,Mixed,Omnivore,3.0,5.0,44.0,fast
28202,20.0,F,170.7,55.7,7.0,,100.0,9.0,Intermediate,17.9,19.6,28.4,None,Mixed,Keto,1.6,2.0,72.0,medium
28203,54.0,F,174.4,83.3,6.0,1.0,177.0,6.0,Intermediate,32.6,,19.3,,Cardio,Omnivore,2.3,,60.0,medium
28204,19.0,F,,69.0,4.0,1.0,145.0,6.0,Beginner,22.6,26.6,,Pre-workout,Strength,Omnivore,2.7,3.0,45.0,medium
28205,29.0,F,161.0,55.0,7.0,7.0,120.0,6.0,,19.5,21.1,24.6,Protein,Strength,Vegetarian,3.8,8.0,31.0,slow
28206,38.0,M,173.1,,1.0,4.0,194.0,8.0,,46.1,47.7,14.4,None,Mixed,Vegetarian,3.0,5.0,74.0,fast
28207,22.0,F,,54.7,6.0,10.0,116.0,9.0,Beginner,23.0,27.1,,Protein,Mixed,Omnivore,3.0,7.0,45.0,medium
28208,,M,180.7,110.3,5.0,2.0,,7.0,Intermediate,52.5,54.2,16.7,Pre-workout,Mixed,Keto,2.6,3.0,36.0,slow
28209,21.0,M,178.9,82.6,5.0,3.0,153.0,6.0,Beginner,37.8,42.0,15.6,Creatine,Mixed,Omnivore,,6.0,58.0,fast
28210,60.0,M,164.0,86.5,,3.0,189.0,9.0,Experienced,36.2,,11.5,None,Cardio,Vegetarian,1.8,3.0,33.0,medium
28211,58.0,M,186.9,78.0,4.0,4.0,145.0,7.0,Experienced,28.8,29.4,11.3,Protein,Cardio,Omnivore,,2.0,35.0,medium
28212,53.0,F,171.8,73.2,2.0,8.0,156.0,6.0,Experienced,,28.0,,None,Strength,Vegan,3.7,,81.0,medium
28213,39.0,F,155.9,44.7,3.0,8.0,89.0,7.0,Experienced,14.6,16.1,16.1,Creatine,Mixed,Vegan,3.6,9.0,,medium
28214,46.0,M,190.4,87.7,3.0,1.0,179.0,8.0,Beginner,,37.7,24.0,,Mixed,Vegan,3.6,7.0,47.0,medium
28215,26.0,F,176.4,87.0,,10.0,175.0,8.0,Beginner,,42.1,26.7,Pre-workout,Cardio,Omnivore,2.0,4.0,77.0,fast
28216,43.0,M,167.0,74.8,1.0,6.0,137.0,9.0,Intermediate,27.2,29.0,15.4,None,Strength,Omnivore,1.5,1.0,41.0,fast
28217,29.0,M,178.1,94.8,4.0,8.0,207.0,9.0,Intermediate,33.5,35.7,23.7,Pre-workout,Strength,Vegan,,,36.0,slow
28218,65.0,F,176.3,86.1,,8.0,185.0,6.0,Experienced,29.9,30.9,16.7,None,Mixed,Keto,,2.0,48.0,medium
28219,18.0,F,164.6,66.0,7.0,6.0,134.0,9.0,Beginner,,26.5,18.1,Creatine,Cardio,Omnivore,3.2,6.0,40.0,fast
28220,25.0,F,174.5,,6.0,8.0,152.0,7.0,Experienced,,32.9,29.9,None,Cardio,Vegetarian,3.7,3.0,59.0,medium
28221,50.0,F,156.5,66.6,5.0,8.0,129.0,,Intermediate,,24.7,15.9,Protein,Mixed,Vegetarian,3.5,1.0,52.0,fast
28222,21.0,M,162.6,,1.0,7.0,108.0,,Intermediate,23.8,26.3,,None,,Keto,2.7,7.0,57.0,fast
28223,31.0,M,162.4,,,,117.0,8.0,Beginner,25.3,29.2,20.4,Creatine,Cardio,,2.3,4.0,77.0,slow
28224,,M,198.9,116.0,6.0,5.0,233.0,8.0,Experienced,,54.4,23.7,Creatine,Strength,Vegan,1.8,3.0,54.0,slow
28225,,F,154.9,71.3,7.0,2.0,148.0,,Experienced,28.9,,18.6,None,Strength,Vegetarian,3.5,5.0,90.0,fast
28226,,F,175.9,79.6,2.0,,153.0,8.0,,30.7,32.9,23.4,None,,Omnivore,2.5,10.0,44.0,slow
28227,,M,172.6,91.1,3.0,3.0,196.0,8.0,Beginner,41.4,45.1,19.0,None,Cardio,Omnivore,3.3,4.0,60.0,fast
28228,43.0,F,151.2,,,1.0,130.0,7.0,Intermediate,26.5,28.4,15.8,Protein,Strength,Vegan,3.4,6.0,88.0,fast
28229,64.0,M,169.6,83.7,5.0,10.0,173.0,8.0,Beginner,28.2,32.2,12.2,None,Strength,Vegetarian,1.6,3.0,49.0,medium
28230,59.0,M,180.2,74.6,6.0,6.0,160.0,7.0,Beginner,28.5,,11.1,None,Mixed,Omnivore,2.1,4.0,,medium
28231,34.0,M,164.3,88.0,2.0,10.0,167.0,,Experienced,27.8,,21.6,None,Cardio,Omnivore,2.8,9.0,,
28232,58.0,F,177.7,78.7,7.0,10.0,172.0,7.0,Experienced,35.4,35.9,17.1,None,Strength,Vegetarian,1.6,10.0,62.0,fast
28233,21.0,F,177.0,93.2,4.0,8.0,176.0,7.0,Beginner,30.0,33.7,28.1,Creatine,Strength,Vegan,,4.0,34.0,fast
28234,,M,166.0,,3.0,,110.0,9.0,Intermediate,20.1,21.8,13.3,None,Cardio,Omnivore,1.6,3.0,75.0,slow
28235,20.0,F,172.1,63.9,3.0,1.0,139.0,7.0,Intermediate,20.4,22.7,15.3,Protein,,Vegetarian,3.7,1.0,61.0,fast
