id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
20481,46.0,F,179.7,75.2,6.0,7.0,142.0,6.0,Intermediate,27.9,30.1,28.6,NoUse,Strength,Vegetarian,3.4,1.0,78.0,slow
20482,65.0,F,176.5,76.8,6.0,3.0,153.0,8.0,Intermediate,28.5,30.3,15.1,NoUse,Strength,Omnivore,3.1,9.0,58.0,fast
20483,,,,,,,,,,,,,Creatine,,,,,,
20484,25.0,F,154.5,62.8,6.0,10.0,127.0,8.0,Intermediate,23.9,25.7,19.1,NoUse,Cardio,Omnivore,2.1,5.0,53.0,fast
20485,43.0,M,169.6,62.6,6.0,6.0,129.0,7.0,Intermediate,23.5,25.0,16.0,NoUse,Cardio,Vegan,2.8,2.0,35.0,fast
20486,32.0,F,155.4,61.2,7.0,7.0,133.0,7.0,Intermediate,23.4,25.8,15.1,NoUse,Cardio,Omnivore,2.1,6.0,83.0,medium
20487,18.0,F,168.9,57.1,3.0,10.0,124.0,6.0,Experienced,24.2,25.5,21.1,NoUse,Strength,Omnivore,3.3,4.0,50.0,medium
20488,45.0,M,176.0,95.0,2.0,5.0,179.0,7.0,Intermediate,33.6,35.9,24.4,Creatine,Cardio,Omnivore,1.8,7.0,75.0,medium
20489,64.0,F,151.4,68.1,7.0,8.0,144.0,8.0,Intermediate,27.9,30.1,24.4,Creatine,Mixed,Omnivore,3.4,7.0,79.0,fast
20490,,,,,,,,,,,,,Creatine,,,,,,
20491,31.0,M,194.4,115.0,3.0,2.0,209.0,7.0,Intermediate,45.3,47.5,13.4,Protein,Mixed,Vegan,2.7,4.0,82.0,medium
20492,59.0,F,173.9,57.2,4.0,1.0,114.0,9.0,Beginner,23.9,27.9,17.4,NoUse,Cardio,Omnivore,2.1,2.0,89.0,fast
20493,,M,,78.5,,,168.0,,Experienced,,,,Pre-workout,,Omnivore,,,40.0,
20494,48.0,M,163.4,67.6,3.0,4.0,133.0,7.0,Intermediate,33.8,36.3,20.0,Protein,Strength,Vegan,3.2,5.0,84.0,medium
20495,23.0,F,176.5,91.0,5.0,5.0,182.0,7.0,Intermediate,32.3,34.3,15.5,NoUse,Cardio,Omnivore,2.9,3.0,50.0,medium
20496,,,,,,,,,,,,,NoUse,,,,,,
20497,48.0,F,164.8,75.4,7.0,3.0,156.0,8.0,Intermediate,27.6,29.3,29.3,Creatine,Mixed,Omnivore,1.8,3.0,65.0,fast
20498,,,,,,,,,,,,,NoUse,,,,,,
20499,32.0,M,160.4,77.0,2.0,8.0,163.0,9.0,Intermediate,,40.3,11.6,Creatine,Strength,Keto,2.2,,34.0,medium
20500,32.0,M,182.2,105.2,2.0,9.0,223.0,9.0,Experienced,46.7,47.8,12.5,Protein,Cardio,Omnivore,2.8,4.0,66.0,medium
20501,60.0,M,191.6,196.2,3.0,6.0,218.0,7.0,Beginner,31.2,35.2,10.1,Pre-workout,Mixed,Vegan,3.5,10.0,287.0,fast
20502,22.0,M,162.5,83.2,6.0,7.0,158.0,8.0,Beginner,28.4,32.2,16.9,NoUse,Cardio,Omnivore,1.8,10.0,85.0,fast
20503,,,,,,,,,,,,,NoUse,,,,,,
20504,50.0,F,179.3,76.3,6.0,3.0,154.0,6.0,Experienced,29.8,30.6,27.8,Pre-workout,Strength,Omnivore,3.5,2.0,56.0,medium
20505,28.0,M,168.5,93.6,4.0,9.0,170.0,6.0,Beginner,44.8,49.0,13.8,NoUse,Cardio,Omnivore,3.7,2.0,48.0,medium
20506,60.0,M,181.2,82.5,2.0,10.0,149.0,6.0,Beginner,28.5,32.8,22.1,NoUse,Cardio,Omnivore,3.8,3.0,70.0,medium
20507,23.0,F,172.4,68.7,2.0,3.0,151.0,9.0,Intermediate,26.0,27.9,21.3,NoUse,Mixed,Vegetarian,2.7,4.0,70.0,slow
20508,40.0,M,175.6,86.6,5.0,6.0,176.0,8.0,Intermediate,42.0,43.9,20.8,Creatine,Mixed,Omnivore,2.8,7.0,41.0,fast
20509,57.0,M,176.3,68.3,3.0,8.0,142.0,6.0,Intermediate,27.2,29.6,15.7,Protein,Mixed,Keto,3.5,2.0,60.0,medium
20510,19.0,M,162.5,73.2,7.0,10.0,161.0,6.0,Beginner,30.9,34.5,15.0,NoUse,Strength,Omnivore,1.6,10.0,78.0,medium
20511,32.0,F,155.7,53.1,4.0,10.0,104.0,8.0,Experienced,20.4,21.2,16.3,Protein,Mixed,Vegetarian,3.2,1.0,65.0,slow
20512,40.0,F,176.4,65.6,4.0,1.0,141.0,6.0,Intermediate,20.2,22.0,21.7,NoUse,Strength,Keto,3.9,4.0,78.0,medium
20513,39.0,F,174.5,75.9,3.0,7.0,159.0,6.0,Experienced,31.0,31.6,22.3,NoUse,Strength,Vegetarian,3.4,2.0,32.0,medium
20514,26.0,F,159.1,55.6,6.0,6.0,107.0,6.0,Beginner,17.1,20.7,15.8,Creatine,Mixed,Vegetarian,2.6,4.0,90.0,fast
20515,64.0,M,175.3,100.9,2.0,4.0,185.0,9.0,Experienced,37.5,38.7,17.5,Creatine,Strength,Omnivore,2.4,10.0,87.0,fast
20516,57.0,M,177.6,82.5,1.0,5.0,169.0,8.0,Experienced,33.4,34.0,10.4,Pre-workout,Strength,Vegan,3.6,3.0,72.0,fast
20517,47.0,F,160.4,59.1,6.0,2.0,130.0,8.0,Intermediate,24.1,25.9,29.9,NoUse,Strength,Keto,2.9,3.0,30.0,fast
20518,33.0,M,186.2,120.4,6.0,8.0,243.0,9.0,Intermediate,47.7,50.2,19.5,Protein,Strength,Omnivore,2.4,9.0,86.0,fast
20519,63.0,M,160.5,64.7,4.0,8.0,141.0,7.0,Beginner,28.5,32.1,13.1,NoUse,Cardio,Omnivore,3.5,6.0,64.0,medium
20520,64.0,M,195.2,83.7,6.0,9.0,153.0,9.0,Intermediate,40.8,42.9,23.4,NoUse,Strength,Vegetarian,1.5,9.0,88.0,fast
20521,,,,,,,,,,,,,NoUse,,,,,,
20522,62.0,M,194.9,128.2,2.0,,279.0,,Experienced,,,19.2,Creatine,Mixed,Omnivore,2.9,,71.0,medium
20523,26.0,F,163.6,55.5,2.0,7.0,109.0,9.0,Intermediate,23.0,25.4,19.0,NoUse,Mixed,Vegan,3.9,1.0,85.0,slow
20524,18.0,M,191.1,121.4,7.0,10.0,223.0,7.0,Intermediate,51.4,53.8,20.4,Creatine,Mixed,Omnivore,2.1,2.0,82.0,medium
20525,55.0,M,193.0,102.1,6.0,3.0,223.0,6.0,Intermediate,38.6,40.9,10.2,Pre-workout,Strength,Vegetarian,3.3,10.0,37.0,medium
20526,25.0,F,159.0,46.8,2.0,10.0,101.0,6.0,Beginner,20.0,23.7,20.1,NoUse,Strength,Keto,3.5,6.0,58.0,medium
20527,35.0,F,169.2,70.4,5.0,4.0,154.0,6.0,Intermediate,23.6,25.3,28.5,Creatine,Mixed,Vegetarian,2.2,1.0,78.0,slow
20528,44.0,M,184.3,111.2,6.0,3.0,213.0,6.0,Beginner,39.6,43.2,24.8,Creatine,Strength,Vegetarian,1.7,10.0,36.0,fast
20529,35.0,F,164.3,61.4,7.0,4.0,118.0,6.0,Beginner,26.0,29.8,18.6,NoUse,Mixed,Keto,2.9,7.0,81.0,slow
20530,,,,,,,,,,,,,Creatine,,,,,,
20531,49.0,M,172.2,65.6,5.0,8.0,133.0,9.0,Intermediate,24.5,26.6,24.1,NoUse,Strength,Vegetarian,1.9,9.0,46.0,fast
20532,65.0,F,159.3,71.3,6.0,6.0,145.0,6.0,Intermediate,31.6,33.9,15.8,Protein,Cardio,Keto,1.8,4.0,45.0,medium
20533,62.0,F,166.4,53.4,7.0,9.0,101.0,6.0,Beginner,21.0,25.5,18.6,Protein,Mixed,Omnivore,3.1,4.0,78.0,medium
20534,53.0,F,151.0,43.6,3.0,5.0,79.0,6.0,Intermediate,15.6,17.9,16.6,Creatine,Strength,Vegan,3.3,4.0,86.0,fast
20535,53.0,F,178.0,92.5,2.0,10.0,201.0,8.0,Beginner,35.9,39.5,27.6,Protein,Cardio,Vegan,3.9,7.0,73.0,slow
20536,38.0,F,169.5,81.8,7.0,2.0,172.0,6.0,Experienced,31.9,32.4,18.5,NoUse,Mixed,Omnivore,2.0,3.0,81.0,slow
20537,63.0,F,163.3,66.4,3.0,1.0,123.0,7.0,Intermediate,27.3,29.0,23.0,Creatine,Cardio,Omnivore,1.7,8.0,90.0,medium
20538,49.0,M,162.5,57.0,4.0,7.0,117.0,6.0,Intermediate,27.4,29.5,23.1,NoUse,Mixed,Omnivore,2.1,10.0,31.0,medium
20539,48.0,F,168.9,70.0,6.0,1.0,131.0,8.0,Intermediate,23.1,25.3,25.4,NoUse,Cardio,Omnivore,3.2,3.0,30.0,medium
20540,54.0,F,150.5,65.8,2.0,2.0,120.0,7.0,Intermediate,26.6,29.0,24.9,NoUse,Cardio,Omnivore,1.7,3.0,72.0,slow
20541,33.0,M,187.2,102.3,5.0,6.0,191.0,7.0,Intermediate,46.3,48.1,20.5,NoUse,Strength,Omnivore,1.9,8.0,36.0,medium
20542,63.0,F,152.2,47.2,4.0,8.0,99.0,8.0,Beginner,15.5,19.1,29.0,Protein,Cardio,Vegetarian,2.6,2.0,64.0,fast
20543,63.0,F,169.7,83.1,,,166.0,,Intermediate,,,,Protein,,Keto,,,69.0,
20544,31.0,M,176.2,102.4,1.0,8.0,196.0,8.0,Intermediate,31.6,33.5,12.7,NoUse,Mixed,Vegan,3.9,2.0,43.0,medium
20545,41.0,M,186.5,98.1,7.0,8.0,206.0,6.0,Beginner,47.9,51.8,11.2,Creatine,Mixed,Omnivore,3.7,4.0,87.0,slow
20546,42.0,F,154.2,67.1,3.0,7.0,134.0,7.0,Intermediate,28.1,30.0,29.0,Creatine,Cardio,Omnivore,3.3,5.0,30.0,fast
20547,63.0,F,153.5,44.0,4.0,2.0,86.0,7.0,Experienced,16.0,17.1,21.7,NoUse,Strength,Vegan,2.5,4.0,36.0,fast
20548,52.0,M,169.9,77.7,4.0,3.0,142.0,9.0,Intermediate,31.8,33.3,11.9,Creatine,Cardio,Omnivore,2.9,1.0,40.0,slow
20549,34.0,F,162.3,53.0,6.0,5.0,98.0,7.0,Beginner,23.0,27.4,23.9,NoUse,Strength,Omnivore,1.8,1.0,49.0,medium
20550,63.0,F,157.6,69.7,7.0,4.0,133.0,9.0,Intermediate,23.5,25.6,27.1,NoUse,Mixed,Vegetarian,3.0,10.0,61.0,medium
20551,59.0,M,163.3,92.2,4.0,2.0,176.0,9.0,Beginner,41.5,46.0,11.9,NoUse,Strength,Vegan,3.1,1.0,44.0,medium
20552,62.0,M,173.0,101.6,2.0,6.0,191.0,8.0,Experienced,47.5,48.9,24.3,Protein,Cardio,Omnivore,3.2,10.0,63.0,fast
20553,,,,,,,,,,,,,NoUse,,,,,,
20554,28.0,F,167.5,67.7,6.0,3.0,139.0,8.0,Experienced,25.3,26.1,19.2,Protein,Strength,Keto,3.5,3.0,43.0,medium
20555,64.0,M,198.5,132.5,3.0,9.0,265.0,7.0,Beginner,55.9,60.0,19.8,Creatine,Cardio,Vegan,3.0,1.0,32.0,medium
20556,32.0,F,163.1,70.9,5.0,7.0,146.0,9.0,Intermediate,24.3,26.6,23.5,Protein,Cardio,Omnivore,3.4,1.0,50.0,medium
20557,47.0,M,173.3,63.4,3.0,5.0,126.0,6.0,Experienced,27.0,27.8,16.6,Protein,Cardio,Vegan,1.6,3.0,87.0,medium
20558,41.0,M,187.7,77.2,5.0,5.0,158.0,9.0,Intermediate,28.0,30.2,13.6,Pre-workout,Mixed,Omnivore,1.9,5.0,63.0,slow
20559,19.0,F,162.4,77.6,1.0,8.0,166.0,9.0,Beginner,25.7,29.5,15.9,NoUse,Cardio,Vegetarian,1.6,4.0,75.0,medium
20560,60.0,M,184.7,87.0,2.0,8.0,158.0,7.0,Beginner,28.1,32.6,12.7,NoUse,Cardio,Vegetarian,1.6,7.0,38.0,medium
20561,51.0,F,178.4,64.4,6.0,3.0,130.0,6.0,Beginner,27.5,31.8,26.7,Creatine,Cardio,Omnivore,2.9,9.0,76.0,fast
20562,40.0,F,165.0,73.0,6.0,2.0,140.0,8.0,Experienced,24.5,25.6,17.3,Protein,Strength,Omnivore,3.7,5.0,36.0,fast
20563,48.0,F,164.9,77.7,3.0,8.0,146.0,6.0,Beginner,26.0,30.1,16.5,NoUse,Strength,Omnivore,3.4,8.0,48.0,medium
20564,54.0,F,173.3,61.5,7.0,6.0,118.0,9.0,Beginner,21.1,25.3,23.2,Protein,Mixed,Omnivore,2.7,2.0,58.0,medium
20565,30.0,F,172.7,62.7,1.0,2.0,135.0,8.0,Intermediate,25.6,27.8,26.6,Creatine,Strength,Vegan,3.4,8.0,55.0,fast
20566,50.0,M,180.6,109.3,7.0,2.0,234.0,9.0,Intermediate,53.6,55.1,23.8,NoUse,Mixed,Vegan,3.3,5.0,73.0,medium
20567,24.0,M,162.6,53.4,7.0,1.0,99.0,8.0,Experienced,19.7,20.3,14.9,NoUse,Strength,Omnivore,3.0,6.0,58.0,slow
20568,49.0,F,179.4,93.0,3.0,1.0,201.0,9.0,Intermediate,39.9,41.6,27.2,Protein,Strength,Omnivore,3.7,4.0,33.0,slow
20569,,,,,,,,,,,,,Protein,,,,,,
20570,,,,,,,,,,,,,NoUse,,,,,,
20571,55.0,F,179.4,91.2,1.0,6.0,192.0,7.0,Beginner,40.2,44.3,29.9,Creatine,Cardio,Omnivore,2.9,3.0,57.0,fast
20572,61.0,M,194.9,90.1,,,163.0,,Intermediate,,,,NoUse,,Vegan,,,77.0,
20573,30.0,M,173.2,70.1,1.0,8.0,139.0,9.0,Intermediate,,33.7,16.7,Protein,Strength,Omnivore,2.3,,69.0,fast
20574,41.0,M,172.3,97.0,1.0,3.0,185.0,9.0,Experienced,32.6,34.1,20.8,Protein,Cardio,Vegan,3.4,7.0,90.0,slow
20575,45.0,M,188.8,100.3,6.0,3.0,202.0,8.0,Intermediate,38.3,40.4,22.4,NoUse,Mixed,Vegan,2.2,9.0,55.0,fast
20576,49.0,M,173.4,75.9,2.0,9.0,162.0,7.0,Intermediate,,35.0,14.7,NoUse,Cardio,Omnivore,2.5,,73.0,medium
20577,60.0,M,170.1,88.9,2.0,8.0,162.0,9.0,Beginner,34.3,38.6,18.0,Protein,Cardio,Vegan,3.9,2.0,40.0,slow
20578,35.0,F,179.4,89.2,7.0,8.0,172.0,9.0,Intermediate,28.6,30.3,22.3,NoUse,Mixed,Omnivore,3.6,6.0,64.0,medium
20579,51.0,M,182.6,109.8,1.0,3.0,218.0,8.0,Intermediate,54.2,55.9,21.0,NoUse,Cardio,Keto,2.9,3.0,34.0,medium
20580,65.0,M,190.5,79.1,7.0,10.0,167.0,8.0,Experienced,26.9,27.8,19.6,Creatine,Cardio,Omnivore,1.9,4.0,73.0,fast
20581,51.0,F,171.4,73.4,6.0,6.0,144.0,8.0,Experienced,28.7,29.9,18.7,Pre-workout,Strength,Omnivore,2.6,9.0,64.0,fast
20582,55.0,F,172.7,78.0,3.0,1.0,144.0,7.0,Beginner,27.5,31.2,21.4,NoUse,Strength,Vegan,2.1,10.0,59.0,medium
20583,18.0,F,177.1,60.8,1.0,6.0,111.0,7.0,Experienced,19.1,20.1,27.9,Pre-workout,Mixed,Vegan,3.4,5.0,90.0,fast
20584,60.0,F,165.0,68.9,3.0,1.0,141.0,7.0,Intermediate,25.8,27.5,26.1,NoUse,Cardio,Omnivore,1.8,6.0,50.0,medium
20585,59.0,F,172.6,54.8,5.0,9.0,100.0,7.0,Intermediate,18.0,20.0,15.7,NoUse,Cardio,Omnivore,3.3,3.0,45.0,medium
20586,48.0,M,191.9,92.5,4.0,4.0,197.0,6.0,Experienced,40.7,42.1,12.6,Creatine,Mixed,Omnivore,3.5,10.0,89.0,fast
20587,18.0,F,178.4,63.9,3.0,4.0,136.0,6.0,Beginner,20.4,24.4,15.8,NoUse,Cardio,Vegetarian,2.8,10.0,87.0,medium
20588,33.0,F,171.4,72.7,7.0,9.0,160.0,6.0,Intermediate,32.2,34.5,29.7,Protein,Mixed,Vegetarian,3.9,9.0,81.0,medium
20589,56.0,F,176.8,63.4,2.0,4.0,126.0,8.0,Beginner,23.8,27.8,24.6,Protein,Mixed,Omnivore,2.6,9.0,85.0,medium
20590,32.0,M,163.8,85.4,3.0,2.0,166.0,9.0,Beginner,30.8,34.6,19.6,Protein,Cardio,Vegetarian,3.1,8.0,62.0,medium
20591,50.0,F,153.8,46.0,4.0,6.0,100.0,8.0,Experienced,14.7,16.0,25.3,NoUse,Strength,Omnivore,3.2,8.0,87.0,medium
20592,40.0,F,154.8,64.9,1.0,3.0,138.0,6.0,Intermediate,24.9,27.0,16.7,NoUse,Cardio,Keto,1.6,3.0,82.0,medium
20593,,M,,59.1,,,112.0,,Beginner,,,,NoUse,,Omnivore,,,,
20594,51.0,F,152.6,54.3,5.0,7.0,116.0,7.0,Intermediate,18.8,20.9,27.7,NoUse,Cardio,Vegetarian,2.5,8.0,57.0,medium
20595,34.0,M,164.9,82.9,5.0,10.0,178.0,7.0,Beginner,35.1,39.5,23.9,Protein,Mixed,Vegan,3.6,10.0,82.0,slow
20596,42.0,M,199.8,89.5,4.0,2.0,192.0,8.0,Intermediate,37.7,39.2,19.5,Protein,Strength,Vegan,2.4,2.0,37.0,slow
20597,59.0,F,158.2,67.6,7.0,9.0,144.0,6.0,Beginner,22.6,26.7,17.1,NoUse,Cardio,Omnivore,3.1,3.0,70.0,medium
20598,23.0,M,179.1,110.0,5.0,5.0,211.0,6.0,Intermediate,36.0,38.3,25.0,NoUse,Cardio,Omnivore,3.7,1.0,61.0,slow
20599,48.0,F,174.6,68.5,7.0,3.0,132.0,7.0,Experienced,27.4,28.9,28.2,NoUse,Cardio,Keto,2.9,4.0,30.0,fast
20600,22.0,F,153.5,42.4,3.0,1.0,91.0,9.0,Experienced,14.1,14.6,17.1,NoUse,Cardio,Vegetarian,3.9,8.0,30.0,medium
20601,57.0,F,159.5,60.3,1.0,2.0,115.0,6.0,Intermediate,19.2,21.1,26.3,NoUse,Cardio,Omnivore,3.0,6.0,68.0,medium
20602,57.0,M,166.4,92.9,3.0,3.0,183.0,6.0,Experienced,39.4,40.3,14.4,NoUse,Cardio,Omnivore,3.9,5.0,54.0,fast
20603,47.0,M,162.5,79.2,4.0,8.0,145.0,9.0,Intermediate,34.8,37.3,20.8,Protein,Mixed,Omnivore,3.4,3.0,73.0,slow
20604,22.0,M,198.4,120.2,6.0,10.0,252.0,6.0,Experienced,51.5,52.3,21.0,Pre-workout,Mixed,Keto,2.9,3.0,64.0,medium
20605,,,,,,,,,,,,,Pre-workout,,,,,,
20606,24.0,M,195.2,128.1,,,266.0,,Intermediate,,,,NoUse,,Vegetarian,,,79.0,
20607,62.0,F,176.1,60.5,6.0,3.0,117.0,7.0,Beginner,18.4,22.5,22.0,Creatine,Strength,Omnivore,2.2,4.0,67.0,fast
20608,30.0,F,154.6,60.0,4.0,8.0,125.0,9.0,Experienced,21.4,22.0,23.3,Pre-workout,Strength,Vegan,3.2,7.0,78.0,medium
20609,21.0,F,173.5,86.3,1.0,5.0,175.0,9.0,Intermediate,34.5,36.6,25.5,NoUse,Cardio,Omnivore,1.7,2.0,58.0,fast
20610,59.0,M,189.1,113.1,2.0,8.0,248.0,9.0,Beginner,45.9,49.9,12.8,NoUse,Strength,Omnivore,2.3,1.0,78.0,medium
20611,20.0,M,197.0,92.1,1.0,7.0,166.0,7.0,Beginner,43.6,47.6,17.6,NoUse,Cardio,Vegan,2.0,9.0,75.0,medium
20612,29.0,M,168.8,94.4,3.0,6.0,195.0,6.0,Intermediate,32.3,34.0,10.9,Protein,Cardio,Vegetarian,2.8,6.0,63.0,medium
20613,18.0,F,162.4,56.8,2.0,2.0,108.0,7.0,Experienced,18.4,19.1,24.1,Creatine,Cardio,Vegan,2.0,3.0,63.0,medium
20614,44.0,F,158.8,57.8,7.0,9.0,107.0,6.0,Beginner,23.6,27.3,26.1,NoUse,Strength,Omnivore,3.8,7.0,48.0,medium
20615,60.0,M,170.3,66.1,5.0,7.0,134.0,6.0,Intermediate,24.0,25.8,10.3,NoUse,Strength,Vegetarian,2.1,8.0,44.0,fast
20616,30.0,F,169.6,82.3,2.0,9.0,161.0,7.0,Beginner,24.9,29.0,22.9,NoUse,Strength,Vegan,3.8,10.0,51.0,fast
20617,34.0,M,166.6,59.4,3.0,6.0,119.0,9.0,Intermediate,29.0,31.2,11.4,NoUse,Strength,Omnivore,2.3,2.0,72.0,medium
20618,25.0,F,163.9,80.4,5.0,9.0,153.0,7.0,Beginner,35.2,38.8,28.5,Protein,Cardio,Vegan,3.5,3.0,31.0,fast
20619,49.0,M,185.9,86.2,6.0,2.0,182.0,6.0,Beginner,39.3,43.7,15.3,Protein,Cardio,Omnivore,3.5,4.0,41.0,fast
20620,37.0,M,165.2,83.7,3.0,4.0,172.0,6.0,Beginner,28.8,32.3,24.8,Protein,Cardio,Omnivore,1.8,7.0,84.0,medium
20621,34.0,F,157.7,48.6,3.0,4.0,99.0,7.0,Intermediate,19.0,21.2,25.4,Creatine,Mixed,Omnivore,2.7,9.0,74.0,slow
20622,51.0,F,179.0,76.4,5.0,,159.0,,Intermediate,,31.6,19.9,Creatine,Mixed,Keto,3.3,,70.0,fast
20623,52.0,M,191.8,75.8,5.0,1.0,159.0,6.0,Intermediate,27.9,30.0,13.3,Pre-workout,Strength,Vegetarian,2.7,4.0,56.0,fast
20624,52.0,F,170.3,82.8,7.0,8.0,167.0,8.0,Intermediate,34.7,36.9,17.2,Pre-workout,Strength,Vegan,2.3,7.0,40.0,medium
20625,,F,,72.1,,,134.0,,Experienced,,,,Creatine,,Vegetarian,,,90.0,
20626,59.0,F,150.4,60.9,3.0,9.0,116.0,6.0,Beginner,26.4,30.2,29.4,NoUse,Mixed,Omnivore,2.4,3.0,68.0,slow
20627,41.0,M,160.2,85.8,5.0,6.0,158.0,9.0,Beginner,27.7,31.8,14.7,NoUse,Strength,Omnivore,3.4,6.0,55.0,slow
20628,,,,,,,84.0,,,,,,NoUse,,,,,,
20629,63.0,F,164.9,65.6,3.0,1.0,120.0,8.0,Beginner,24.1,27.7,20.2,NoUse,Cardio,Vegan,3.8,2.0,53.0,fast
20630,,,,,,,,,,,,,NoUse,,,,,,
20631,56.0,F,153.4,44.3,7.0,9.0,92.0,8.0,Intermediate,15.8,17.5,27.5,Pre-workout,Mixed,Omnivore,2.1,5.0,81.0,medium
20632,50.0,M,162.9,77.8,1.0,1.0,145.0,9.0,Intermediate,25.8,28.2,22.2,Pre-workout,Cardio,Vegan,3.4,4.0,83.0,fast
20633,40.0,M,193.1,81.0,1.0,2.0,147.0,6.0,Beginner,36.9,41.1,17.2,NoUse,Mixed,Vegan,3.5,3.0,89.0,medium
20634,42.0,M,178.6,87.3,1.0,5.0,173.0,6.0,Beginner,35.3,39.7,24.0,NoUse,Mixed,Omnivore,3.6,8.0,86.0,fast
20635,54.0,F,179.8,65.8,7.0,7.0,144.0,9.0,Intermediate,21.5,23.1,15.2,NoUse,Mixed,Omnivore,2.7,7.0,70.0,fast
20636,44.0,M,169.2,65.7,7.0,2.0,134.0,9.0,Experienced,29.1,30.1,13.3,NoUse,Cardio,Keto,2.0,8.0,63.0,slow
20637,18.0,F,169.4,69.7,3.0,1.0,148.0,9.0,Intermediate,28.0,30.3,27.7,NoUse,Mixed,Vegetarian,2.3,10.0,58.0,slow
20638,,,,,,,,,,,,,NoUse,,,,,,
20639,27.0,M,194.9,76.2,2.0,8.0,165.0,6.0,Intermediate,35.5,37.1,15.8,Creatine,Mixed,Keto,2.5,4.0,72.0,medium
20640,,,,,,,,,,,,,NoUse,,,,,,
20641,,F,,,,,121.0,,Experienced,,,,NoUse,,Vegan,,,,
20642,42.0,F,156.8,64.3,7.0,7.0,129.0,7.0,Intermediate,20.0,22.3,21.0,NoUse,Strength,Omnivore,2.2,9.0,54.0,fast
20643,37.0,M,186.7,114.2,6.0,3.0,242.0,8.0,Experienced,40.5,41.0,13.4,NoUse,Strength,Keto,3.7,2.0,86.0,slow
20644,19.0,F,165.7,78.9,6.0,10.0,167.0,9.0,Beginner,25.1,29.1,28.4,NoUse,Cardio,Omnivore,3.4,9.0,51.0,medium
20645,65.0,F,168.0,71.9,6.0,5.0,140.0,9.0,Beginner,31.4,35.8,23.7,Creatine,Strength,Omnivore,2.6,10.0,54.0,fast
20646,32.0,F,150.6,53.9,2.0,7.0,101.0,7.0,Intermediate,17.8,20.2,24.8,NoUse,Cardio,Vegetarian,3.3,9.0,64.0,medium
20647,45.0,M,175.6,71.1,7.0,4.0,132.0,6.0,Experienced,32.9,34.4,23.7,Protein,Mixed,Vegetarian,3.8,7.0,62.0,fast
20648,30.0,F,159.3,49.5,3.0,9.0,94.0,6.0,Beginner,21.2,24.9,29.3,NoUse,Strength,Vegetarian,1.7,10.0,78.0,medium
20649,31.0,M,194.6,110.3,2.0,10.0,240.0,7.0,Beginner,34.6,38.9,23.1,Creatine,Strength,Omnivore,3.9,2.0,53.0,medium
20650,19.0,M,191.1,124.9,3.0,7.0,235.0,8.0,Beginner,38.5,42.3,16.7,Creatine,Cardio,Omnivore,3.4,4.0,55.0,medium
20651,51.0,F,162.9,56.6,1.0,3.0,116.0,6.0,Intermediate,22.4,24.3,23.5,Creatine,Mixed,Omnivore,2.4,9.0,86.0,slow
20652,52.0,F,168.9,54.8,3.0,8.0,104.0,8.0,Experienced,24.3,25.7,28.9,Creatine,Cardio,Omnivore,2.3,2.0,51.0,medium
20653,54.0,F,151.4,52.9,6.0,10.0,113.0,7.0,Beginner,21.5,25.6,17.3,Creatine,Cardio,Vegetarian,3.5,10.0,49.0,medium
20654,42.0,F,169.1,51.5,,,107.0,,Beginner,,,,NoUse,,Vegetarian,,,79.0,
20655,65.0,M,163.9,76.0,2.0,6.0,163.0,9.0,Beginner,25.2,29.7,22.8,NoUse,Mixed,Omnivore,3.8,6.0,49.0,medium
20656,32.0,F,171.4,54.6,3.0,4.0,108.0,7.0,Beginner,18.9,22.6,24.1,Creatine,Cardio,Vegan,2.9,10.0,84.0,medium
20657,29.0,F,167.2,81.6,3.0,5.0,166.0,9.0,Intermediate,30.7,32.7,22.5,NoUse,Cardio,Keto,2.4,5.0,58.0,medium
20658,26.0,M,172.0,97.8,5.0,10.0,185.0,7.0,Beginner,32.3,36.2,22.4,Protein,Strength,Keto,2.8,8.0,90.0,medium
20659,,,,,,,,,,,,,NoUse,,,,,,
20660,31.0,F,152.7,46.1,6.0,10.0,99.0,9.0,Experienced,17.1,18.3,16.5,NoUse,Strength,Omnivore,3.1,6.0,55.0,fast
20661,46.0,F,159.7,75.1,4.0,2.0,144.0,8.0,Intermediate,33.7,35.9,15.3,NoUse,Mixed,Vegetarian,3.2,2.0,71.0,medium
20662,65.0,F,179.0,89.0,4.0,2.0,186.0,8.0,Intermediate,27.2,29.1,21.1,NoUse,Mixed,Keto,3.2,3.0,42.0,medium
20663,60.0,F,164.6,79.4,3.0,9.0,150.0,6.0,Intermediate,28.8,30.4,22.9,NoUse,Strength,Vegetarian,1.7,8.0,47.0,slow
20664,55.0,F,164.2,59.4,5.0,4.0,117.0,8.0,Experienced,23.4,24.7,24.1,NoUse,Strength,Omnivore,3.9,9.0,90.0,slow
20665,59.0,M,185.2,74.3,6.0,4.0,163.0,8.0,Beginner,27.3,31.3,16.3,Creatine,Strength,Omnivore,3.5,4.0,76.0,medium
20666,25.0,M,179.4,94.1,6.0,1.0,173.0,6.0,Experienced,30.6,31.4,21.2,NoUse,Mixed,Keto,3.5,9.0,63.0,fast
